"Media_dias_adelanto";"Veces_adelanto";"Media_dias_tarde";"Veces_atraso";"Blanco";"Incidencia";"No_Contacto";"No_Enviara";"Enviara";"Limpio";"Baja";"Depuracion";"Inc_Definitiva";"Inc_Provisional";"NoRecogido";"Tipo_Carta";"Tipo_Email";"Tipo_Fax";"Tipo_Otros";"Tipo_Telefono";"Tipo_Web";"Tiene_Gestoria";"No_Tiene_Gestoria"
"747112626MM";10.6296296296296;27;39;1;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;0;0;0;96.4285714285714;100;0
"747112703SS";12.8529411764706;34;16;2;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;0;97.2222222222222;0;100
"747112884SS";10.1363636363636;22;18;2;0;0;0;0;0;100;0;0;0;0;0;0;4.16666666666667;0;0;12.5;83.3333333333333;50;50
"747174728SS";7.25;4;0;0;0;0;0;0;0;25;0;0;75;0;75;0;0;0;0;0;25;0;100
"748132404MM";9.52777777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"749101264MM";10.1785714285714;28;41;1;0;0;0;0;0;100;0;0;0;0;0;0;3.44827586206897;0;0;0;96.551724137931;0;100
"749112625MM";9;3;42;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;100;0
"749174611MM";6.42857142857143;7;33;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"750101033MM";9.75;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"750122641MM";3.53333333333333;15;19;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"750143698MM";10.5757575757576;33;94;3;0;0;0;0;0;100;0;0;0;0;0;0;38.8888888888889;0;0;8.33333333333333;52.7777777777778;0;100
"750184051SS";16;2;32;2;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"750184317MM";7.6;15;0;0;25;0;0;0;0;75;0;0;0;0;25;0;0;0;0;0;75;0;100
"751101022MM";9.61111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"751153981MM";9.6;35;33;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"751174770SS";10.4;15;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"752153441MM";10.9285714285714;14;23.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;12.5;87.5;0;100
"752153458MM";9.66666666666667;9;12;5;0;0;0;0;0;57.1428571428571;35.7142857142857;0;7.14285714285714;0;42.8571428571429;0;0;0;0;0;57.1428571428571;0;100
"752184045SS";14.75;4;0;0;0;0;0;0;0;75;0;0;25;0;25;0;0;0;0;0;75;0;100
"752184061SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"753153453SS";8.36111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"753184075MM";5.33333333333333;6;9.5;2;0;0;50;0;0;0;0;0;50;0;100;0;0;0;0;0;0;0;100
"753184213MM";13.6666666666667;3;43;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"754132327MM";8.71428571428571;7;13.125;8;25;0;35;0;0;0;30;0;10;0;100;0;0;0;0;0;0;0;100
"754184039SS";12.9259259259259;27;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;92.8571428571429;7.14285714285714;0;100
"755132198MM";6.5;2;14.1;10;0;0;0;0;0;8.33333333333333;83.3333333333333;0;0;8.33333333333333;91.6666666666667;0;0;0;0;0;8.33333333333333;100;0
"755143152MM";7;1;98;4;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"755143689MM";6.82857142857143;35;30;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"755174752SS";17.6923076923077;13;11;1;0;0;7.14285714285714;0;0;92.8571428571429;0;0;0;0;7.14285714285714;0;0;0;0;0;92.8571428571429;0;100
"755174777SS";1;1;32.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"755184109MM";0;0;81.6666666666667;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"756122288MM";11.9166666666667;12;85.5;4;0;0;0;0;0;100;0;0;0;0;0;0;56.25;0;0;43.75;0;0;100
"756174632MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"756184000SS";4.41666666666667;12;12.5;2;0;0;21.4285714285714;0;0;0;0;0;78.5714285714286;0;100;0;0;0;0;0;0;0;100
"756184009SS";12.9130434782609;23;15.8;5;0;0;7.14285714285714;0;0;92.8571428571429;0;0;0;0;7.14285714285714;0;3.57142857142857;0;0;3.57142857142857;85.7142857142857;0;100
"756184058SS";10.7777777777778;27;29;1;0;0;0;0;0;64.2857142857143;0;0;35.7142857142857;0;35.7142857142857;0;3.57142857142857;0;3.57142857142857;0;57.1428571428571;100;0
"757122638MM";11.1944444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"757153973MM";3.5;14;30.8181818181818;22;0;0;5.55555555555556;0;0;86.1111111111111;0;0;0;8.33333333333333;13.8888888888889;0;0;0;0;0;86.1111111111111;0;100
"758143661MM";12.8666666666667;15;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"758174760MM";3.25;4;24;12;0;0;0;0;25;0;50;0;25;0;100;0;0;0;0;0;0;0;100
"758184065MM";9.6875;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"758184066SS";5.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"758184140MM";12.3846153846154;13;21;2;25;0;0;0;0;75;0;0;0;0;25;0;5;0;0;0;70;100;0
"759122334SS";3.38461538461538;13;38;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;87.5;12.5;0;100
"759143683MM";10.8857142857143;35;2;1;0;0;2.77777777777778;0;0;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;0;0;97.2222222222222;0;100
"759174791SS";9.66666666666667;3;49;1;0;0;25;0;0;0;0;0;75;0;100;0;0;0;0;0;0;0;100
"759184021MM";9.03703703703704;27;13.8888888888889;9;0;0;0;0;0;75;22.2222222222222;0;2.77777777777778;0;25;0;0;0;0;0;75;100;0
"7600812010S";14.8611111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;0;97.2222222222222;0;100
"760112488SS";2.33333333333333;3;1;1;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"760112499MM";2.33333333333333;3;37;1;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;50;25;0;100
"760122404MM";5;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"760132182MM";11;11;10;1;0;0;0;0;0;66.6666666666667;0;0;16.6666666666667;16.6666666666667;33.3333333333333;0;0;0;0;0;66.6666666666667;0;100
"760174719SS";11.3928571428571;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;42.8571428571429;57.1428571428571
"760174723SS";13.2647058823529;34;30;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"760174745SS";9;1;8.33333333333333;3;0;0;0;0;0;25;0;0;75;0;75;0;0;0;0;0;25;0;100
"761112466SS";7.96551724137931;29;21.7142857142857;7;0;0;0;0;0;91.6666666666667;0;0;0;8.33333333333333;8.33333333333333;0;2.77777777777778;0;2.77777777777778;0;86.1111111111111;0;100
"761112490SS";4.42105263157895;19;26;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"761174710SS";9;4;0;0;0;0;0;0;0;75;0;0;0;25;25;0;0;0;0;0;75;100;0
"762143783SS";18;4;0;0;0;0;0;0;0;50;0;0;0;50;50;0;0;0;0;0;50;0;100
"762174714SS";16.9333333333333;15;20;1;0;0;0;0;0;62.5;0;0;6.25;31.25;37.5;0;0;0;0;0;62.5;0;100
"762174728SS";2;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"763174073MM";3;1;9.66666666666667;3;0;0;0;0;0;0;0;0;100;0;75;0;0;0;0;25;0;100;0
"763174722SS";10.3846153846154;26;31.8;10;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;22.2222222222222;77.7777777777778;33.3333333333333;66.6666666666667
"763174740SS";9.19230769230769;26;16.5;2;0;0;17.8571428571429;0;0;42.8571428571429;0;0;39.2857142857143;0;57.1428571428571;0;0;0;0;0;42.8571428571429;0;100
"764143784MM";9.63636363636364;11;48;3;0;0;0;0;0;100;0;0;0;0;0;0;64.2857142857143;14.2857142857143;0;0;21.4285714285714;0;100
"765101017MM";8.33333333333333;3;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"765174527MM";12.25;8;34;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"766112519MM";12.5;4;39;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"766143791SS";17.4642857142857;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"766174715MM";16;2;14;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;0
"767143494SS";12.3333333333333;3;35;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"767143786MM";1.83333333333333;6;22;10;0;0;0;0;0;62.5;31.25;0;6.25;0;37.5;0;0;0;0;0;62.5;0;100
"767174733SS";19.1818181818182;11;6;1;0;0;0;0;0;83.3333333333333;0;0;0;16.6666666666667;16.6666666666667;0;0;0;0;0;83.3333333333333;100;0
"767174740SS";11;3;2;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"768112470MM";12.3333333333333;21;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"768143797SS";13.0277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"769112480MM";0.888888888888889;9;23.7142857142857;7;0;0;0;0;0;100;0;0;0;0;0;0;6.25;0;0;0;93.75;0;100
"769122403MM";7.83333333333333;30;66.25;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;5.88235294117647;94.1176470588235;100;0
"770112223MM";9.66666666666667;3;19;6;0;0;33.3333333333333;0;0;0;55.5555555555556;0;11.1111111111111;0;100;0;0;0;0;0;0;0;100
"770112435SS";10;12;95;4;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;0;100
"770143467SS";12.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"770143749SS";8;20;37;4;0;0;0;0;0;41.6666666666667;0;0;0;58.3333333333333;58.3333333333333;0;0;0;0;4.16666666666667;37.5;0;100
"7701621230S";2.61111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"771112085MM";8.22222222222222;18;71.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"771143727SS";19.4166666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"771143746SS";11.5384615384615;13;18.3333333333333;3;0;0;0;0;0;93.75;0;0;0;6.25;0;0;6.25;0;0;6.25;87.5;0;100
"771153940SS";2;3;1;1;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"772112447MM";4;3;15;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"772132181MM";6.06060606060606;33;23.3333333333333;3;0;0;5.55555555555556;0;0;94.4444444444444;0;0;0;0;5.55555555555556;0;0;0;0;11.1111111111111;83.3333333333333;100;0
"772132577MM";7.03703703703704;27;29;1;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;3.57142857142857;92.8571428571429;100;0
"772143465SS";7.72727272727273;11;1;1;0;0;0;0;0;25;0;0;75;0;75;0;25;0;0;0;0;100;0
"773112406SS";15.2666666666667;15;11;1;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;0;100
"773112446SS";14.5;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;12.5;87.5;100;0
"773132536MM";10.5833333333333;24;0;0;0;0;0;0;0;87.5;0;0;0;12.5;12.5;0;0;0;0;0;87.5;100;0
"773132546MM";8.9375;16;85.2;5;0;0;0;0;0;100;0;0;0;0;0;0;23.8095238095238;0;0;0;76.1904761904762;100;0
"773163355SS";14.5;2;12.5;2;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"774112438SS";15.6857142857143;35;1;1;0;0;0;0;0;94.4444444444444;0;0;0;5.55555555555556;5.55555555555556;0;0;0;0;0;94.4444444444444;0;100
"774132503MM";8.66666666666667;3;10;11;0;0;28.5714285714286;0;0;0;64.2857142857143;0;7.14285714285714;0;100;0;0;0;0;0;0;0;100
"774153819MM";4.75;4;7;8;0;0;0;0;0;8.33333333333333;66.6666666666667;0;0;25;91.6666666666667;0;0;0;0;8.33333333333333;0;100;0
"774194574SS";15.2857142857143;14;39.5;2;0;0;0;0;0;100;0;0;0;0;0;0;12.5;0;0;0;87.5;100;0
"775143717MM";10.2647058823529;34;41.5;2;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;0;97.2222222222222;0;100
"775143770SS";13.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"775174517MM";5;7;37;2;0;0;44.4444444444444;0;0;0;0;0;55.5555555555556;0;100;0;0;0;0;0;0;0;100
"776112429SS";12.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"776112433MM";11.7058823529412;34;17.5;2;0;0;0;0;0;100;0;0;0;0;0;0;88.8888888888889;0;0;11.1111111111111;0;0;100
"777112439MM";3.5;2;23;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"777112449SS";14.2307692307692;26;48.5;2;0;0;0;0;0;96.4285714285714;0;0;0;3.57142857142857;3.57142857142857;0;0;0;0;0;96.4285714285714;100;0
"777143167MM";0.5;2;14.1;10;0;0;0;0;0;16.6666666666667;83.3333333333333;0;0;0;83.3333333333333;0;0;0;0;0;16.6666666666667;100;0
"777194560SS";10.4285714285714;14;16.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"778112402SS";15.2058823529412;34;34.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"778112405SS";15.304347826087;23;12;1;0;0;0;0;0;100;0;0;0;0;0;0;79.1666666666667;0;0;20.8333333333333;0;0;100
"778132529MM";8.57142857142857;7;42;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"778143460SS";7.875;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"778143672SS";13.3888888888889;36;0;0;0;0;0;0;0;86.1111111111111;0;0;0;13.8888888888889;13.8888888888889;0;0;0;0;0;86.1111111111111;0;100
"779132546MM";2;4;15.3333333333333;12;0;0;31.25;0;0;0;50;0;18.75;0;100;0;0;0;0;0;0;0;100
"779143435SS";4;3;29;1;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"779143450SS";9;1;67.6666666666667;3;0;0;75;25;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"779153493MM";7.5;8;13;1;0;0;55.5555555555556;0;0;0;0;0;44.4444444444444;0;100;0;0;0;0;0;0;0;100
"779163313SS";2.42857142857143;7;25.6666666666667;9;0;0;0;0;6.25;93.75;0;0;0;0;6.25;0;0;0;0;50;43.75;0;100
"780143851MM";0;0;17;12;0;0;0;0;0;16.6666666666667;83.3333333333333;0;0;0;83.3333333333333;0;0;0;0;0;16.6666666666667;0;100
"780174096SS";4.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"780174736MM";12.1428571428571;7;17.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"781101538MM";6.28571428571429;14;54.4285714285714;7;0;0;4.76190476190476;47.6190476190476;9.52380952380952;38.0952380952381;0;0;0;0;61.9047619047619;0;38.0952380952381;0;0;0;0;0;100
"781132519MM";4;3;40;1;0;0;25;0;0;75;0;0;0;0;25;0;0;0;0;0;75;100;0
"782101339MM";9.04166666666667;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"782101527MM";7.95652173913043;23;10;1;0;0;0;0;0;87.5;0;0;12.5;0;12.5;0;83.3333333333333;0;0;4.16666666666667;0;0;100
"782133607MM";8.91428571428571;35;37;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"782143405SS";11.2058823529412;34;13.5;2;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;2.77777777777778;94.4444444444444;0;100
"782153578MM";9.63888888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;2.77777777777778;0;97.2222222222222;0;100
"782163441SS";8.125;24;40.5;4;0;0;0;0;0;100;0;0;0;0;0;0;14.2857142857143;0;0;7.14285714285714;78.5714285714286;0;100
"783122785MM";5.58333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"783132527MM";8.63636363636364;33;24;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;66.6666666666667;33.3333333333333
"783143749SS";19.8125;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"784143741SS";6.25;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"784143754SS";12.0833333333333;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"784143765SS";13.7777777777778;27;27;1;0;0;0;0;0;85.7142857142857;0;0;14.2857142857143;0;14.2857142857143;0;85.7142857142857;0;0;0;0;0;100
"784153701MM";8.66666666666667;12;31;4;0;0;6.25;0;0;93.75;0;0;0;0;6.25;0;0;0;0;6.25;87.5;0;100
"785101449SS";8.3;10;60;2;0;0;0;0;0;58.3333333333333;0;0;0;41.6666666666667;41.6666666666667;0;0;0;0;8.33333333333333;50;0;100
"785143746SS";12;35;6;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"785143762SS";8.7;10;15.3333333333333;6;0;0;0;0;0;100;0;0;0;0;0;6.25;12.5;0;0;0;81.25;0;100
"786143405SS";16.4285714285714;14;0;0;0;0;0;0;0;100;0;0;0;0;0;7.14285714285714;0;0;0;0;92.8571428571429;0;100
"786153760SS";7;2;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"786174409MM";5.72727272727273;11;22;13;0;0;0;0;0;62.5;29.1666666666667;0;8.33333333333333;0;37.5;0;0;0;0;4.16666666666667;58.3333333333333;50;50
"786174784MM";12;1;13.6363636363636;11;0;0;0;0;0;0;83.3333333333333;0;16.6666666666667;0;100;0;0;0;0;0;0;0;100
"787112192MM";9.57142857142857;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"787143401SS";7;1;53.6666666666667;3;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"787143740SS";18.6666666666667;3;11;1;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"787143927SS";21.3333333333333;3;11;1;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;75;0;0;100
"787174092MM";8;3;22;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"787194693SS";13.1428571428571;14;34;2;0;0;0;0;0;81.25;0;0;12.5;6.25;18.75;0;0;0;0;0;81.25;0;100
"788101212SS";7.25;20;16;4;0;0;0;0;0;95.8333333333333;0;0;0;4.16666666666667;4.16666666666667;4.16666666666667;0;0;0;0;91.6666666666667;0;100
"788133610MM";5.5;2;14.1;10;0;0;0;0;0;16.6666666666667;83.3333333333333;0;0;0;83.3333333333333;0;0;0;0;0;16.6666666666667;100;0
"788143426SS";2.66666666666667;3;1;1;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"789101589MM";8.75;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"789143749SS";6.32352941176471;34;32.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"789143833MM";7.78571428571429;14;0;0;0;0;0;0;7.14285714285714;92.8571428571429;0;0;0;0;7.14285714285714;0;0;0;0;0;92.8571428571429;0;100
"789143834MM";10.6285714285714;35;13;1;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;0;97.2222222222222;100;0
"789143868MM";6.03125;32;22.25;4;0;0;0;0;0;100;0;0;0;0;0;0;5.55555555555556;0;0;0;94.4444444444444;33.3333333333333;66.6666666666667
"790112486MM";10.3333333333333;6;10;6;0;0;0;0;0;41.6666666666667;50;0;0;8.33333333333333;58.3333333333333;0;0;0;0;0;41.6666666666667;0;100
"790132199SS";12.2173913043478;23;7;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"790174483SS";8.72727272727273;11;35.6666666666667;3;0;0;14.2857142857143;0;7.14285714285714;78.5714285714286;0;0;0;0;21.4285714285714;0;0;0;7.14285714285714;0;71.4285714285714;0;100
"791101539MM";9.70833333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"791143835SS";9.46428571428571;28;19.5;8;0;0;0;0;0;75;0;0;22.2222222222222;2.77777777777778;25;0;0;0;0;2.77777777777778;72.2222222222222;100;0
"791174071MM";3.82608695652174;23;43;5;0;0;10.7142857142857;3.57142857142857;7.14285714285714;78.5714285714286;0;0;0;0;21.4285714285714;7.14285714285714;0;0;0;0;71.4285714285714;0;100
"792101523MM";12.1666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"792112426MM";9.67857142857143;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"792122396MM";10.5882352941176;34;37;2;0;0;0;0;0;100;0;0;0;0;0;0;80.5555555555556;0;0;11.1111111111111;8.33333333333333;100;0
"792143888SS";16.3461538461538;26;7.5;2;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;0;0;0;96.4285714285714;0;100
"793101196MM";10.6666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"793102658SS";10.9714285714286;35;11;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"793112440MM";0;0;32;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"793122392MM";10.6285714285714;35;20;1;0;0;0;0;0;86.1111111111111;0;0;0;13.8888888888889;13.8888888888889;0;0;0;0;86.1111111111111;0;0;100
"793133615MM";6.5;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"793143051MM";0;0;63.8333333333333;6;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"793174310MM";8.96153846153846;26;12.4;10;0;0;0;0;0;66.6666666666667;25;0;8.33333333333333;0;33.3333333333333;0;0;0;0;0;66.6666666666667;100;0
"794101188MM";8.85185185185185;27;24;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;7.14285714285714;92.8571428571429;100;0
"794101513MM";12.0277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"794122393MM";10.0277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"794133666SS";14;13;11;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"794164941MM";10.625;16;10.8333333333333;12;0;0;0;0;0;57.1428571428571;32.1428571428571;0;10.7142857142857;0;42.8571428571429;0;0;0;0;3.57142857142857;53.5714285714286;0;100
"794184642MM";0;0;50.5;4;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;75;0;100;0
"794194521MM";0;0;19.6666666666667;9;0;0;0;0;0;0;77.7777777777778;0;22.2222222222222;0;100;0;0;0;0;0;0;0;100
"795101595MM";8.18181818181818;11;20.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;7.14285714285714;92.8571428571429;0;100
"795132127MM";3;3;21;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"795133824SS";12.9230769230769;26;54;2;0;0;0;0;0;57.1428571428571;0;0;42.8571428571429;0;42.8571428571429;7.14285714285714;0;0;0;0;50;100;0
"795174710MM";9.06896551724138;29;39.5714285714286;7;0;0;0;0;0;100;0;0;0;0;0;0;0;5.55555555555556;2.77777777777778;2.77777777777778;88.8888888888889;100;0
"796101531MM";5.33333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"796143875SS";8.60869565217391;23;1.92307692307692;13;0;0;0;0;0;33.3333333333333;0;0;0;66.6666666666667;66.6666666666667;0;0;0;0;2.77777777777778;30.5555555555556;100;0
"797101513MM";10.0833333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"797112454MM";9.36;25;27.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;3.57142857142857;0;92.8571428571429;3.57142857142857;0;100
"797133909SS";15.5;26;26;2;0;0;0;0;0;92.8571428571429;0;0;3.57142857142857;3.57142857142857;7.14285714285714;0;0;0;0;0;92.8571428571429;0;100
"798101145MM";6.81818181818182;22;36;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"798194833SS";11.1428571428571;14;25.5;2;0;0;0;0;0;100;0;0;0;0;0;0;75;0;0;6.25;18.75;0;100
"799101500MM";9.20833333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"799164942MM";6.85714285714286;7;38.5;2;0;0;33.3333333333333;11.1111111111111;11.1111111111111;44.4444444444444;0;0;0;0;55.5555555555556;0;0;0;0;0;44.4444444444444;0;100
"799184637MM";8;2;40;2;0;0;0;0;0;100;0;0;0;0;0;0;50;0;0;0;50;100;0
"800105616MM";6.5;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"800115175MM";11.0833333333333;12;10;9;0;0;0;0;0;42.8571428571429;42.8571428571429;0;14.2857142857143;0;57.1428571428571;0;0;0;0;0;42.8571428571429;100;0
"800115448MM";5.85714285714286;14;31;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;100;0
"800115486SS";20.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"801115404SS";4.66666666666667;3;1;1;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"801166706SS";4.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"802115450SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"802125658MM";6.6;5;8.36363636363636;11;0;0;56.25;0;0;0;37.5;0;6.25;0;100;0;0;0;0;0;0;0;100
"803115406SS";9.28571428571429;14;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;14.2857142857143;85.7142857142857;100;0
"803115437SS";8.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
