NORDENTRANS;CODENCUEST;ANO;MES;RESULTA;FECRESULTA;ENVIO;TIPOREGIST;SGSPRIGRAB;SGSTOTDEPU;NUMACCDEPU;SWGESTORIA;CODTAME
063030813MM;M;2015;12;6;11/01/2016;121502;T;40;20;1;0;12
006040480MM;M;2015;1;6;04/02/2015;11502;W;0;11;1;1;11
006040480MM;M;2015;2;6;04/03/2015;21502;W;0;92;2;1;11
006040480MM;M;2015;3;6;06/04/2015;31502;W;0;13;1;1;11
006040480MM;M;2015;4;6;06/05/2015;41502;W;0;31;1;1;11
006040480MM;M;2015;5;6;02/06/2015;51502;W;0;436;3;1;11
006040480MM;M;2015;6;6;03/07/2015;61502;W;0;47;1;1;11
006040480MM;M;2015;7;6;07/08/2015;71502;W;0;32;1;1;11
006040480MM;M;2015;8;6;07/09/2015;81502;W;0;29;1;1;11
006040480MM;M;2015;9;6;07/10/2015;91502;W;0;34;1;1;11
006040480MM;M;2015;10;6;03/11/2015;101502;W;0;13;1;1;11
006040480MM;M;2015;11;6;02/12/2015;111502;W;0;24;1;1;11
006040480MM;M;2015;12;6;11/01/2016;121502;W;0;21;1;1;11
007040676MM;M;2015;1;6;18/02/2015;11502;W;0;301;1;0;12
007040676MM;M;2015;2;6;05/03/2015;21502;W;0;15;1;0;12
007040676MM;M;2015;3;6;06/04/2015;31502;W;0;20;1;0;12
007040676MM;M;2015;4;6;06/05/2015;41502;W;0;16;1;0;12
007040676MM;M;2015;5;6;02/06/2015;51502;W;0;90;2;0;12
007040676MM;M;2015;6;6;08/07/2015;61502;W;0;19;1;0;12
007040676MM;M;2015;7;6;05/08/2015;71502;W;0;9;1;0;12
007040676MM;M;2015;8;6;07/09/2015;81502;W;0;10;1;0;12
007040676MM;M;2015;9;6;07/10/2015;91502;W;0;27;1;0;12
007040676MM;M;2015;10;6;09/11/2015;101502;W;0;33;1;0;12
007040676MM;M;2015;11;6;15/12/2015;111502;W;0;16;2;0;12
007040676MM;M;2015;12;6;11/01/2016;121502;W;0;27;2;0;12
036040755SS;S;2015;1;6;17/02/2015;11502;E;18;40;2;0;14
036040755SS;S;2015;2;6;04/03/2015;21502;E;13;27;1;0;14
036040755SS;S;2015;3;6;07/04/2015;31502;E;11;25;1;0;14
036040755SS;S;2015;4;6;05/05/2015;41502;E;11;7;1;0;14
036040755SS;S;2015;5;6;02/06/2015;51502;E;13;12;2;0;14
036040755SS;S;2015;6;6;16/07/2015;61502;E;14;20;1;0;14
036040755SS;S;2015;7;6;24/08/2015;71502;E;16;16;1;0;14
036040755SS;S;2015;8;6;08/09/2015;81502;T;13;8;1;0;14
036040755SS;S;2015;9;6;02/10/2015;91502;E;50;23;2;0;14
036040755SS;S;2015;10;6;10/11/2015;101502;E;39;29;1;0;14
036040755SS;S;2015;11;6;09/12/2015;111502;E;20;38;1;0;14
036040755SS;S;2015;12;6;12/01/2016;121502;E;21;10;1;0;14
093040769MM;M;2015;5;6;18/06/2015;51502;W;0;28;1;1;0
093040769MM;M;2015;6;6;15/07/2015;61502;W;0;26;1;1;0
093040769MM;M;2015;7;6;05/08/2015;71502;W;0;19;1;1;0
093040769MM;M;2015;8;6;09/09/2015;81502;W;0;13;1;1;0
093040769MM;M;2015;9;6;08/10/2015;91502;W;0;30;1;1;0
093040769MM;M;2015;10;6;09/11/2015;101502;W;0;59;1;1;0
093040769MM;M;2015;11;6;09/12/2015;111502;W;0;22;1;1;0
093040769MM;M;2015;12;6;07/01/2016;121502;W;0;44;1;1;0
025050095MM;M;2015;1;6;11/02/2015;11502;W;0;13;1;0;11
025050095MM;M;2015;2;6;10/03/2015;21502;W;0;8;1;0;11
025050095MM;M;2015;3;6;14/04/2015;31502;W;0;23;1;0;11
025050095MM;M;2015;4;6;12/05/2015;41502;W;0;35;1;0;11
025050095MM;M;2015;5;6;08/06/2015;51502;W;0;35;1;0;11
025050095MM;M;2015;6;6;10/07/2015;61502;W;0;12;1;0;11
025050095MM;M;2015;7;6;10/08/2015;71502;W;0;11;1;0;11
025050095MM;M;2015;8;6;15/09/2015;81502;W;0;9;1;0;11
025050095MM;M;2015;9;6;15/10/2015;91502;W;0;11;1;0;11
025050095MM;M;2015;10;6;11/11/2015;101502;W;0;20;1;0;11
025050095MM;M;2015;11;6;09/12/2015;111502;W;0;10;1;0;11
025050095MM;M;2015;12;6;13/01/2016;121502;W;0;10;1;0;11
074050368MM;M;2015;1;6;17/02/2015;11502;T;15;38;1;0;0
074050368MM;M;2015;2;6;12/03/2015;21502;T;20;59;1;0;0
074050368MM;M;2015;3;6;14/04/2015;31502;T;16;10;1;0;0
074050368MM;M;2015;4;6;12/05/2015;41502;T;17;12;1;0;0
074050368MM;M;2015;5;6;16/06/2015;51502;T;18;33;1;0;0
074050368MM;M;2015;6;6;15/07/2015;61502;T;21;13;1;0;0
074050368MM;M;2015;9;6;07/10/2015;91502;T;63;90;1;0;0
074050368MM;M;2015;10;6;11/11/2015;101502;T;49;66;1;0;0
074050368MM;M;2015;11;6;04/12/2015;111502;T;44;10;1;0;0
074050368MM;M;2015;12;6;12/01/2016;121502;T;33;62;1;0;0
074050368MM;M;2015;7;10;12/08/2015;71502;;0;0;0;0;0
074050368MM;M;2015;8;10;12/08/2015;81502;;0;0;0;0;0
096050727MM;M;2015;9;6;20/10/2015;101502;W;0;10;1;0;12
096050727MM;M;2015;10;6;12/11/2015;101502;W;0;14;1;0;12
096050727MM;M;2015;11;6;17/12/2015;111502;W;0;10;1;0;12
096050727MM;M;2015;12;6;20/01/2016;11602;W;0;14;1;0;12
062060185MM;M;2015;1;6;03/02/2015;11502;W;0;100;1;0;12
062060185MM;M;2015;2;6;04/03/2015;21502;W;0;79;2;0;12
062060185MM;M;2015;3;6;06/04/2015;31502;W;0;34;2;0;12
062060185MM;M;2015;4;6;06/05/2015;41502;W;0;171;1;0;12
062060185MM;M;2015;5;6;08/06/2015;51502;W;0;30;1;0;12
062060185MM;M;2015;6;6;06/07/2015;61502;W;0;15;1;0;12
062060185MM;M;2015;7;6;07/08/2015;71502;W;0;11;1;0;12
062060185MM;M;2015;8;6;07/09/2015;81502;W;0;12;1;0;12
062060185MM;M;2015;9;6;07/10/2015;91502;W;0;10;1;0;12
062060185MM;M;2015;10;6;03/11/2015;101502;W;0;35;1;0;12
062060185MM;M;2015;11;6;05/12/2015;111502;W;0;8;1;0;12
062060185MM;M;2015;12;6;11/01/2016;121502;W;0;29;2;0;12
089060263MM;M;2015;9;6;10/11/2015;101502;T;6;106;6;1;12
089060263MM;M;2015;10;6;10/11/2015;101502;W;0;116;10;1;12
089060263MM;M;2015;11;6;04/12/2015;111502;W;0;34;1;1;12
089060263MM;M;2015;12;6;11/01/2016;121502;W;10;39;1;1;12
023070091MM;M;2015;1;6;17/02/2015;11502;T;73;58;2;0;11
023070091MM;M;2015;2;6;10/03/2015;21502;T;22;35;1;0;11
023070091MM;M;2015;3;6;07/04/2015;31502;T;27;62;1;0;11
023070091MM;M;2015;4;6;11/05/2015;41502;T;18;30;1;0;11
023070091MM;M;2015;5;6;05/06/2015;51502;T;22;347;1;0;11
023070091MM;M;2015;6;6;06/07/2015;61502;T;24;35;2;0;11
023070091MM;M;2015;7;6;18/08/2015;71502;T;53;12;1;0;11
023070091MM;M;2015;8;6;17/11/2015;101502;T;41;61;1;0;11
023070091MM;M;2015;9;6;14/10/2015;91502;T;80;13;1;0;11
023070091MM;M;2015;10;6;04/11/2015;101502;T;138;14;1;0;11
023070091MM;M;2015;11;6;11/12/2015;111502;T;73;18;1;0;11
023070091MM;M;2015;12;6;12/01/2016;121502;T;49;11;1;0;11
059070047SS;S;2015;1;6;23/02/2015;11502;W;0;8;1;0;11
059070047SS;S;2015;2;6;12/03/2015;21502;W;0;3;1;0;11
059070047SS;S;2015;3;6;09/04/2015;31502;W;0;7;1;0;11
059070047SS;S;2015;4;6;10/07/2015;61502;E;9;7;1;0;11
059070047SS;S;2015;5;6;02/06/2015;51502;W;0;3;1;0;11
059070047SS;S;2015;6;6;09/07/2015;61502;W;0;3;1;0;11
059070047SS;S;2015;7;6;08/09/2015;81502;W;0;5;1;0;11
059070047SS;S;2015;8;6;22/09/2015;81502;W;0;37;2;0;11
059070047SS;S;2015;9;6;07/10/2015;91502;W;0;5;1;0;11
059070047SS;S;2015;10;6;09/11/2015;101502;W;0;6;1;0;11
059070047SS;S;2015;11;6;11/12/2015;111502;W;0;6;1;0;11
059070047SS;S;2015;12;6;13/01/2016;121502;W;0;10;1;0;11
059070073SS;S;2015;9;6;19/10/2015;91502;C;14;38;1;0;11
059070073SS;S;2015;10;6;03/12/2015;111502;C;22;20;1;0;11
059070073SS;S;2015;11;6;11/01/2016;121502;C;18;49;1;0;11
059070073SS;S;2015;12;6;18/01/2016;121502;C;24;13;1;0;11
082070004MM;M;2015;1;6;04/02/2015;11502;W;0;65;1;1;14
082070004MM;M;2015;2;6;09/03/2015;21502;W;0;23;1;1;14
082070004MM;M;2015;3;6;08/04/2015;31502;W;0;9;1;1;14
082070004MM;M;2015;4;6;07/05/2015;41502;W;0;7;1;1;14
082070004MM;M;2015;5;6;02/06/2015;51502;W;0;52;1;1;14
082070004MM;M;2015;6;6;07/07/2015;61502;W;0;11;1;1;14
082070004MM;M;2015;7;6;05/08/2015;71502;W;0;11;1;1;14
082070004MM;M;2015;8;6;14/09/2015;81502;W;0;9;1;1;14
082070004MM;M;2015;9;6;06/10/2015;91502;W;0;10;1;1;14
082070004MM;M;2015;10;6;09/11/2015;101502;W;0;11;1;1;14
082070004MM;M;2015;11;6;09/12/2015;111502;W;0;14;1;1;14
082070004MM;M;2015;12;6;11/01/2016;121502;W;0;10;1;1;14
013070122MM;M;2015;1;6;03/02/2015;11502;W;0;66;1;0;12
013070122MM;M;2015;2;6;11/03/2015;21502;W;0;16;1;0;12
013070122MM;M;2015;3;6;13/04/2015;31502;W;0;22;1;0;12
013070122MM;M;2015;4;6;07/05/2015;41502;W;0;31;1;0;12
013070122MM;M;2015;5;6;08/06/2015;51502;W;0;25;1;0;12
013070122MM;M;2015;6;6;07/07/2015;61502;W;0;76;1;0;12
013070122MM;M;2015;7;6;06/08/2015;71502;W;0;33;1;0;12
013070122MM;M;2015;8;6;11/09/2015;81502;W;0;17;1;0;12
013070122MM;M;2015;9;6;09/10/2015;91502;W;0;14;2;0;12
013070122MM;M;2015;10;6;10/11/2015;101502;W;0;14;1;0;12
013070122MM;M;2015;11;6;05/12/2015;111502;W;0;18;1;0;12
013070122MM;M;2015;12;6;11/01/2016;121502;W;0;15;1;0;12
022070115SS;S;2015;1;6;16/02/2015;11502;E;11;42;1;0;11
022070115SS;S;2015;2;6;17/03/2015;21502;W;0;3;1;0;11
022070115SS;S;2015;3;6;13/04/2015;31502;E;4;50;1;0;11
022070115SS;S;2015;4;6;11/05/2015;41502;E;6;15;1;0;11
022070115SS;S;2015;5;6;08/06/2015;51502;E;10;30;2;0;11
022070115SS;S;2015;6;6;13/07/2015;61502;E;6;17;2;0;11
022070115SS;S;2015;7;6;25/08/2015;71502;T;6;4;2;0;11
022070115SS;S;2015;8;6;01/09/2015;81502;E;7;20;1;0;11
022070115SS;S;2015;9;6;20/10/2015;91502;W;0;5;1;0;11
022070115SS;S;2015;10;6;04/11/2015;101502;W;0;22;1;0;11
022070115SS;S;2015;11;6;01/12/2015;111502;W;0;11;1;0;11
022070115SS;S;2015;12;6;02/02/2016;11602;E;26;31;1;0;11
028070125MM;M;2015;1;6;09/02/2015;11502;W;0;28;1;0;11
028070125MM;M;2015;2;6;06/03/2015;21502;W;0;43;1;0;11
028070125MM;M;2015;3;6;10/04/2015;31502;W;0;14;1;0;11
028070125MM;M;2015;4;6;11/05/2015;41502;W;0;27;1;0;11
028070125MM;M;2015;5;6;09/06/2015;51502;W;0;17;1;0;11
028070125MM;M;2015;6;6;09/07/2015;61502;W;0;16;1;0;11
028070125MM;M;2015;7;6;04/08/2015;71502;W;0;9;1;0;11
028070125MM;M;2015;8;6;10/09/2015;81502;W;0;20;1;0;11
028070125MM;M;2015;9;6;09/10/2015;91502;W;0;12;1;0;11
028070125MM;M;2015;10;6;10/11/2015;101502;W;0;17;1;0;11
028070125MM;M;2015;11;6;10/12/2015;111502;W;0;18;1;0;11
028070125MM;M;2015;12;6;11/01/2016;121502;W;0;16;2;0;11
021070127MM;M;2015;1;6;13/02/2015;11502;E;48;115;1;1;11
021070127MM;M;2015;2;6;09/03/2015;21502;E;46;106;1;1;11
021070127MM;M;2015;3;6;13/04/2015;31502;E;60;56;1;1;11
021070127MM;M;2015;4;6;11/05/2015;41502;E;41;11;1;1;11
021070127MM;M;2015;5;6;09/06/2015;51502;E;59;18;1;1;11
021070127MM;M;2015;6;6;13/07/2015;61502;E;53;23;1;1;11
021070127MM;M;2015;7;6;03/09/2015;81502;E;44;140;1;1;11
021070127MM;M;2015;8;6;03/09/2015;81502;E;33;18;1;1;11
021070127MM;M;2015;9;6;13/10/2015;91502;T;22;39;1;1;11
021070127MM;M;2015;10;6;12/11/2015;101502;W;0;22;1;1;11
021070127MM;M;2015;11;6;14/12/2015;111502;E;62;26;1;1;11
021070127MM;M;2015;12;6;14/01/2016;121502;E;33;17;1;1;11
024070189SS;S;2015;2;6;20/03/2015;21502;E;11;33;1;1;13
024070189SS;S;2015;3;6;06/04/2015;31502;E;13;42;1;1;13
024070189SS;S;2015;4;6;25/05/2015;41502;E;9;128;1;1;13
024070189SS;S;2015;5;6;22/06/2015;51502;E;7;51;1;1;13
024070189SS;S;2015;6;6;14/07/2015;61502;E;12;87;1;1;13
024070189SS;S;2015;7;6;14/08/2015;71502;E;10;81;2;1;13
024070189SS;S;2015;8;6;08/09/2015;81502;E;12;27;1;1;13
024070189SS;S;2015;9;6;02/10/2015;91502;E;8;59;1;1;13
024070189SS;S;2015;10;6;19/11/2015;101502;E;8;46;1;1;13
024070189SS;S;2015;11;6;16/12/2015;111502;E;9;84;3;1;13
024070189SS;S;2015;1;10;16/02/2015;11502;;0;0;0;1;13
024070189SS;S;2015;12;10;01/02/2016;11602;;0;0;0;1;13
030070109SS;S;2015;1;6;25/02/2015;11502;W;0;34;1;0;0
030070109SS;S;2015;2;6;23/03/2015;21502;W;0;28;1;0;0
030070109SS;S;2015;3;6;24/04/2015;31502;W;0;46;2;0;0
030070109SS;S;2015;4;6;26/05/2015;51502;W;0;45;1;0;0
030070109SS;S;2015;5;6;25/06/2015;51502;W;0;21;1;0;0
030070109SS;S;2015;6;6;25/08/2015;71502;W;0;9;1;0;0
030070109SS;S;2015;7;6;13/08/2015;71502;W;0;15;1;0;0
030070109SS;S;2015;8;6;10/09/2015;81502;W;0;5;1;0;0
030070109SS;S;2015;9;6;09/10/2015;91502;W;0;11;1;0;0
030070109SS;S;2015;10;6;17/11/2015;101502;W;0;15;1;0;0
030070109SS;S;2015;11;6;14/12/2015;111502;W;0;10;1;0;0
030070109SS;S;2015;12;6;12/01/2016;121502;W;0;10;1;0;0
039070148SS;S;2015;1;6;05/02/2015;11502;W;0;5;1;0;11
039070148SS;S;2015;2;6;05/03/2015;21502;W;0;3;1;0;11
039070148SS;S;2015;3;6;06/04/2015;31502;W;0;6;1;0;11
039070148SS;S;2015;4;6;07/05/2015;41502;W;0;4;2;0;11
039070148SS;S;2015;5;6;19/06/2015;51502;T;8;13;1;0;11
039070148SS;S;2015;6;6;06/07/2015;61502;T;59;14;1;0;11
039070148SS;S;2015;7;6;10/08/2015;71502;W;0;4;1;0;11
039070148SS;S;2015;8;6;08/09/2015;81502;E;7;37;1;0;11
039070148SS;S;2015;9;6;01/10/2015;91502;T;8;432;2;0;11
039070148SS;S;2015;10;6;03/11/2015;101502;W;0;5;1;0;11
039070148SS;S;2015;11;6;04/12/2015;111502;W;0;6;1;0;11
039070148SS;S;2015;12;6;11/01/2016;121502;W;0;6;1;0;11
053070110MM;M;2015;1;6;06/02/2015;11502;W;0;63;1;1;14
053070110MM;M;2015;2;6;05/03/2015;21502;W;0;46;1;1;14
053070110MM;M;2015;3;6;06/04/2015;31502;W;0;29;1;1;14
053070110MM;M;2015;4;6;06/05/2015;41502;W;0;29;1;1;14
053070110MM;M;2015;5;6;09/06/2015;51502;W;0;49;1;1;14
053070110MM;M;2015;6;6;07/07/2015;61502;W;0;18;1;1;14
053070110MM;M;2015;7;6;06/08/2015;71502;W;0;20;1;1;14
053070110MM;M;2015;8;6;09/09/2015;81502;W;0;9;1;1;14
053070110MM;M;2015;9;6;06/10/2015;91502;W;0;23;1;1;14
053070110MM;M;2015;10;6;09/11/2015;101502;W;0;44;1;1;14
053070110MM;M;2015;11;6;09/12/2015;111502;W;0;459;1;1;14
053070110MM;M;2015;12;6;07/01/2016;121502;W;0;18;1;1;14
059070178SS;S;2015;1;6;23/02/2015;11502;W;0;9;1;1;0
059070178SS;S;2015;2;6;24/03/2015;21502;W;0;5;1;1;0
059070178SS;S;2015;3;6;16/04/2015;31502;W;0;6;1;1;0
059070178SS;S;2015;4;6;19/05/2015;41502;W;0;5;1;1;0
059070178SS;S;2015;5;6;23/06/2015;51502;T;7;15;2;1;0
059070178SS;S;2015;6;6;21/07/2015;61502;T;7;3;1;1;0
059070178SS;S;2015;10;6;20/11/2015;101502;W;0;7;1;1;0
059070178SS;S;2015;11;6;10/12/2015;111502;W;0;29;1;1;0
059070178SS;S;2015;12;6;21/01/2016;121502;T;56;72;1;1;0
059070178SS;S;2015;7;10;23/06/2015;71502;;0;0;0;1;0
059070178SS;S;2015;8;10;23/06/2015;81502;;0;0;0;1;0
059070178SS;S;2015;9;10;21/10/2015;91502;;0;0;0;1;0
060070100SS;S;2015;1;6;12/02/2015;11502;W;0;22;1;0;14
060070100SS;S;2015;2;6;09/03/2015;21502;W;0;26;1;0;14
060070100SS;S;2015;3;6;08/04/2015;31502;W;0;9;1;0;14
060070100SS;S;2015;4;6;13/05/2015;41502;W;0;18;1;0;14
060070100SS;S;2015;5;6;10/06/2015;51502;W;0;27;1;0;14
060070100SS;S;2015;6;6;09/07/2015;61502;W;0;26;1;0;14
060070100SS;S;2015;7;6;18/08/2015;71502;W;0;36;1;0;14
060070100SS;S;2015;8;6;11/09/2015;81502;W;0;4;2;0;14
060070100SS;S;2015;9;6;29/10/2015;101502;W;0;5;1;0;14
060070100SS;S;2015;10;6;20/11/2015;101502;W;0;10;1;0;14
060070100SS;S;2015;11;6;10/12/2015;111502;W;0;14;1;0;14
060070100SS;S;2015;12;6;11/01/2016;121502;W;0;9;1;0;14
065070103MM;M;2015;9;6;20/10/2015;101502;W;0;17;2;0;11
065070103MM;M;2015;10;6;03/11/2015;101502;W;0;18;2;0;11
065070103MM;M;2015;11;6;02/12/2015;111502;W;0;52;1;0;11
065070103MM;M;2015;12;6;11/01/2016;121502;W;0;18;1;0;11
074070113SS;S;2015;1;6;05/02/2015;11502;T;9;36;1;1;11
074070113SS;S;2015;2;6;05/03/2015;21502;T;11;36;1;1;11
074070113SS;S;2015;3;6;09/04/2015;31502;T;10;23;1;1;11
074070113SS;S;2015;4;6;04/05/2015;41502;T;10;15;1;1;11
074070113SS;S;2015;5;6;02/06/2015;51502;T;9;14;1;1;11
074070113SS;S;2015;6;6;02/07/2015;61502;T;8;10;1;1;11
074070113SS;S;2015;7;6;24/08/2015;71502;T;7;8;2;1;11
074070113SS;S;2015;8;6;04/09/2015;81502;T;17;157;1;1;11
074070113SS;S;2015;9;6;01/10/2015;91502;T;8;7;1;1;11
074070113SS;S;2015;10;6;13/11/2015;101502;T;8;63;2;1;11
074070113SS;S;2015;11;6;16/12/2015;111502;T;7;36;2;1;11
074070113SS;S;2015;12;6;18/01/2016;121502;T;10;48;3;1;11
074070126MM;M;2015;9;3;16/10/2015;91502;;0;0;0;0;0
074070126MM;M;2015;10;3;12/11/2015;101502;;0;0;0;0;0
074070126MM;M;2015;11;3;14/12/2015;111502;;0;0;0;0;0
074070126MM;M;2015;12;9;12/01/2016;121502;;0;0;0;0;0
071070167SS;S;2015;1;6;04/02/2015;11502;W;0;43;1;1;0
071070167SS;S;2015;2;6;04/03/2015;21502;W;0;28;1;1;0
071070167SS;S;2015;3;6;06/04/2015;31502;W;0;3;1;1;0
071070167SS;S;2015;4;6;04/05/2015;41502;W;0;13;1;1;0
071070167SS;S;2015;5;6;05/06/2015;51502;W;0;18;1;1;0
071070167SS;S;2015;6;6;06/07/2015;61502;W;0;8;1;1;0
071070167SS;S;2015;7;6;24/08/2015;71502;W;0;6;1;1;0
071070167SS;S;2015;8;6;07/09/2015;81502;W;0;13;1;1;0
071070167SS;S;2015;9;6;07/10/2015;91502;W;0;11;1;1;0
071070167SS;S;2015;10;6;03/11/2015;101502;W;0;7;1;1;0
071070167SS;S;2015;11;6;02/12/2015;111502;W;0;10;1;1;0
071070167SS;S;2015;12;6;11/01/2016;121502;W;0;10;1;1;0
081070100MM;M;2015;1;6;17/02/2015;11502;T;29;26;1;0;14
081070100MM;M;2015;2;6;12/03/2015;21502;T;26;80;1;0;14
081070100MM;M;2015;3;6;15/04/2015;31502;T;41;34;1;0;14
081070100MM;M;2015;4;6;13/05/2015;41502;T;28;34;1;0;14
081070100MM;M;2015;5;6;15/06/2015;51502;T;31;34;1;0;14
081070100MM;M;2015;6;6;09/07/2015;61502;T;25;45;1;0;14
081070100MM;M;2015;7;6;12/08/2015;71502;T;26;31;1;0;14
081070100MM;M;2015;8;6;15/09/2015;81502;T;31;42;1;0;14
081070100MM;M;2015;9;6;15/10/2015;91502;T;34;61;1;0;14
081070100MM;M;2015;10;6;13/11/2015;101502;T;32;33;1;0;14
081070100MM;M;2015;11;6;10/12/2015;111502;T;28;33;1;0;14
081070100MM;M;2015;12;6;15/01/2016;121502;T;37;25;1;0;14
081070145SS;S;2015;1;6;09/02/2015;11502;W;0;10;1;0;14
081070145SS;S;2015;2;6;09/03/2015;21502;W;0;9;1;0;14
081070145SS;S;2015;3;6;06/04/2015;31502;W;0;8;1;0;14
081070145SS;S;2015;4;6;08/05/2015;41502;W;0;10;1;0;14
081070145SS;S;2015;5;6;10/06/2015;51502;W;0;8;1;0;14
081070145SS;S;2015;6;6;08/07/2015;61502;W;0;45;1;0;14
081070145SS;S;2015;7;6;18/08/2015;71502;W;0;3;1;0;14
081070145SS;S;2015;8;6;07/09/2015;81502;W;0;11;1;0;14
081070145SS;S;2015;9;6;07/10/2015;91502;W;0;11;2;0;14
081070145SS;S;2015;10;6;17/12/2015;111502;T;6;12;1;0;14
081070145SS;S;2015;11;6;02/12/2015;111502;W;0;25;2;0;14
081070145SS;S;2015;12;6;21/01/2016;121502;T;10;22;1;0;14
084070165SS;S;2015;1;6;18/02/2015;11502;W;0;20;1;0;11
084070165SS;S;2015;2;6;18/03/2015;21502;W;0;50;2;0;11
084070165SS;S;2015;3;6;17/04/2015;31502;W;0;5;1;0;11
084070165SS;S;2015;4;6;06/05/2015;41502;W;0;7;1;0;11
084070165SS;S;2015;5;6;02/06/2015;51502;W;0;9;1;0;11
084070165SS;S;2015;6;6;06/07/2015;61502;W;0;4;1;0;11
084070165SS;S;2015;7;6;11/08/2015;71502;W;0;6;1;0;11
084070165SS;S;2015;8;6;03/09/2015;81502;W;0;6;1;0;11
084070165SS;S;2015;9;6;02/10/2015;91502;W;0;5;1;0;11
084070165SS;S;2015;10;6;04/11/2015;101502;W;0;15;1;0;11
084070165SS;S;2015;11;6;16/12/2015;111502;W;0;49;3;0;11
084070165SS;S;2015;12;6;11/01/2016;121502;W;0;6;1;0;11
082070187MM;M;2015;1;6;10/02/2015;11502;W;0;98;1;0;11
082070187MM;M;2015;2;6;16/03/2015;21502;W;0;127;2;0;11
082070187MM;M;2015;3;6;07/04/2015;31502;W;0;60;1;0;11
082070187MM;M;2015;4;6;13/05/2015;41502;W;0;112;2;0;11
082070187MM;M;2015;5;6;02/06/2015;51502;W;0;155;1;0;11
082070187MM;M;2015;6;6;02/07/2015;61502;W;0;31;1;0;11
082070187MM;M;2015;7;6;12/08/2015;71502;W;0;36;2;0;11
082070187MM;M;2015;8;6;15/09/2015;81502;W;0;37;2;0;11
082070187MM;M;2015;9;6;05/10/2015;91502;W;0;64;2;0;11
082070187MM;M;2015;10;6;05/11/2015;101502;W;0;0;2;0;11
082070187MM;M;2015;11;6;11/12/2015;111502;W;0;67;1;0;11
082070187MM;M;2015;12;6;07/01/2016;121502;W;0;47;1;0;11
080070198MM;M;2015;1;6;04/02/2015;11502;W;0;20;1;1;14
080070198MM;M;2015;2;6;03/03/2015;21502;W;0;93;1;1;14
080070198MM;M;2015;3;6;08/04/2015;31502;W;0;9;1;1;14
080070198MM;M;2015;4;6;07/05/2015;41502;W;0;7;1;1;14
080070198MM;M;2015;5;6;04/06/2015;51502;W;0;7;1;1;14
080070198MM;M;2015;6;6;08/07/2015;61502;W;0;10;1;1;14
080070198MM;M;2015;7;6;05/08/2015;71502;W;0;10;1;1;14
080070198MM;M;2015;8;6;08/09/2015;81502;W;0;12;1;1;14
080070198MM;M;2015;9;6;06/10/2015;91502;W;0;8;1;1;14
080070198MM;M;2015;10;6;05/11/2015;101502;W;0;19;1;1;14
080070198MM;M;2015;11;6;09/12/2015;111502;W;0;13;1;1;14
080070198MM;M;2015;12;6;05/01/2016;121502;W;0;25;1;1;14
092070109MM;M;2015;1;6;04/02/2015;11502;W;0;30;1;1;11
092070109MM;M;2015;2;6;04/03/2015;21502;W;0;27;3;1;11
092070109MM;M;2015;3;6;07/04/2015;31502;W;0;123;1;1;11
092070109MM;M;2015;4;6;08/05/2015;41502;W;0;35;1;1;11
092070109MM;M;2015;5;6;04/06/2015;51502;W;0;16;1;1;11
092070109MM;M;2015;6;6;17/07/2015;61502;W;0;17;1;1;11
092070109MM;M;2015;7;6;07/09/2015;81502;W;0;9;1;1;11
092070109MM;M;2015;8;6;17/09/2015;81502;W;0;17;1;1;11
092070109MM;M;2015;9;6;07/10/2015;91502;W;0;21;1;1;11
092070109MM;M;2015;10;6;03/11/2015;101502;W;0;14;1;1;11
092070109MM;M;2015;11;6;05/12/2015;111502;W;0;22;1;1;11
092070109MM;M;2015;12;6;08/01/2016;121502;W;0;17;1;1;11
097070148MM;M;2015;1;6;03/02/2015;11502;W;0;13;1;1;0
097070148MM;M;2015;2;6;04/03/2015;21502;W;0;9;1;1;0
097070148MM;M;2015;3;6;07/04/2015;31502;W;0;12;1;1;0
097070148MM;M;2015;4;6;05/05/2015;41502;W;0;35;1;1;0
097070148MM;M;2015;5;6;08/06/2015;51502;W;0;12;1;1;0
097070148MM;M;2015;6;6;03/07/2015;61502;W;0;12;1;1;0
097070148MM;M;2015;7;6;05/08/2015;71502;W;0;9;1;1;0
097070148MM;M;2015;8;6;03/09/2015;81502;W;0;102;2;1;0
097070148MM;M;2015;9;6;05/10/2015;91502;W;0;10;1;1;0
097070148MM;M;2015;10;6;09/11/2015;101502;W;0;75;1;1;0
097070148MM;M;2015;11;6;02/12/2015;111502;W;0;11;1;1;0
097070148MM;M;2015;12;6;14/01/2016;121502;W;0;23;1;1;0
096070172SS;S;2015;1;6;19/02/2015;11502;W;0;27;1;0;11
096070172SS;S;2015;2;6;09/03/2015;21502;W;0;14;1;0;11
096070172SS;S;2015;3;6;20/04/2015;31502;W;0;9;1;0;11
096070172SS;S;2015;4;6;22/05/2015;41502;W;0;19;1;0;11
096070172SS;S;2015;5;6;25/06/2015;51502;T;8;13;1;0;11
096070172SS;S;2015;6;6;20/07/2015;61502;W;0;50;2;0;11
096070172SS;S;2015;7;6;19/08/2015;71502;W;0;9;1;0;11
096070172SS;S;2015;8;6;21/09/2015;81502;W;0;54;1;0;11
096070172SS;S;2015;9;6;20/10/2015;91502;W;0;5;1;0;11
096070172SS;S;2015;10;6;11/11/2015;101502;W;0;9;1;0;11
